iter	Logloss
333	0.1660689259
334	0.16603313
335	0.165999341
336	0.1659662755
337	0.1658664229
338	0.1658567791
339	0.1658189596
340	0.1657972185
341	0.165756399
342	0.1657059753
343	0.1656532141
344	0.1656413877
345	0.1656039689
346	0.1655895156
347	0.1655484793
348	0.1654911864
349	0.1654054087
350	0.1653113599
351	0.1652657539
352	0.16519231
353	0.1651447784
354	0.1651427474
355	0.1650544637
356	0.165040077
357	0.1650120928
358	0.1649895225
359	0.1649644946
360	0.1649084715
361	0.1648954678
362	0.1648691356
363	0.1648012088
364	0.1647531188
365	0.1647431349
366	0.1647040512
367	0.1646831364
368	0.16465757
369	0.1645724701
370	0.1645658542
371	0.1645382354
372	0.1645260439
373	0.1644569937
374	0.164430782
375	0.164413281
376	0.164407556
377	0.1643681017
378	0.1642970995
379	0.1642685761
380	0.1642325681
381	0.1642193469
382	0.1641585134
383	0.1641236228
384	0.1641009204
385	0.1640871411
386	0.1640108376
387	0.1639890423
388	0.1639740141
389	0.1639187867
390	0.1638869051
391	0.163835668
392	0.163807335
393	0.1637835817
394	0.1637588723
395	0.16371029
396	0.1636839883
397	0.1636427681
398	0.1636334494
399	0.1636007863
400	0.1635453129
401	0.163533528
402	0.1634626637
403	0.1634410743
404	0.163408768
405	0.1634052089
406	0.1633850559
407	0.1633735927
408	0.1633277364
409	0.1632532105
410	0.163240624
411	0.1632299389
412	0.1632108387
413	0.1631644383
414	0.1631439283
415	0.1631091535
416	0.163086719
417	0.1630570644
418	0.163037541
419	0.162992987
420	0.1629634429
421	0.1629575102
422	0.1629451613
423	0.1628945054
424	0.1628797549
425	0.1628574965
426	0.1628419861
427	0.1628309984
428	0.1628137615
429	0.1628059828
430	0.1627382658
431	0.162735581
432	0.1627203392
433	0.1627084869
434	0.162675834
435	0.1626655897
436	0.1626503354
437	0.162624989
438	0.1626108671
439	0.162597075
440	0.1625690238
441	0.1625579854
442	0.1625476171
443	0.1625210372
444	0.1625004201
445	0.1624284119
446	0.1623728684
447	0.1623625231
448	0.1623307587
449	0.1623155948
450	0.1622906881
451	0.1622595504
452	0.1622504451
453	0.162229647
454	0.1622186749
455	0.1621978105
456	0.1621721713
457	0.162157612
458	0.1621313229
459	0.1620969231
460	0.1620909399
461	0.1620660687
462	0.1620486635
463	0.1620367088
464	0.1620167638
465	0.1619969538
466	0.1619913456
467	0.1619828739
468	0.1619661238
469	0.1619366245
470	0.1619159874
471	0.1619118359
472	0.1619045696
473	0.1618928841
474	0.1618589998
475	0.1618506483
476	0.16183694
477	0.1618253095
478	0.1618146255
479	0.1618058106
480	0.1617919886
481	0.1617813496
482	0.1617592187
483	0.1617456974
484	0.1617252441
485	0.1616922055
486	0.1616563502
487	0.1616483322
488	0.1616231831
489	0.161614177
490	0.1616087309
491	0.1615967949
492	0.1615662384
493	0.1615533264
494	0.1615239432
495	0.1615048464
496	0.1615017648
497	0.1614767646
498	0.1614551582
499	0.161447234
500	0.1614304723
501	0.1614057523
502	0.1613892417
503	0.1613715485
504	0.1613626868
505	0.161341185
506	0.1613228089
507	0.1612906287
508	0.161276375
509	0.1612732218
510	0.1612513141
511	0.1612361181
512	0.1612336401
513	0.1612117189
514	0.1612010967
515	0.1611792357
516	0.1611696479
517	0.1611601711
518	0.1611319053
519	0.161121037
520	0.1611143546
521	0.1610949442
522	0.1610666928
523	0.1610539378
524	0.1610443994
525	0.1609917098
526	0.1609878286
527	0.1609709519
528	0.1609429581
529	0.1609382134
530	0.1609311681
531	0.1609077834
532	0.1608982952
533	0.1608854317
534	0.1608506399
535	0.1608420304
536	0.1608373594
537	0.160831293
538	0.160805806
539	0.1607836076
540	0.1607758362
541	0.1607357711
542	0.16070349
543	0.1606864569
544	0.1606802505
545	0.1606725332
546	0.1606603257
547	0.1606525225
548	0.1606152555
549	0.1605997881
550	0.160572396
551	0.1605613813
552	0.1605399968
553	0.1605302086
554	0.1604962447
555	0.1604809374
556	0.160463355
557	0.1604305634
558	0.1604257009
559	0.1604203955
560	0.1604007347
561	0.1603840345
562	0.16036036
563	0.1603433266
564	0.1603261248
565	0.1603075924
566	0.1603044232
567	0.1602859828
568	0.1602689615
569	0.1602638142
570	0.1602592131
571	0.1602358873
572	0.1602317312
573	0.1602132358
574	0.1601983164
575	0.160193843
576	0.1601532351
577	0.1601470281
578	0.1601440074
579	0.1601400869
580	0.1601371802
581	0.1601318786
582	0.1601213639
583	0.1601151787
584	0.1601023864
585	0.1600668454
586	0.1600449573
587	0.1600091161
588	0.1599987339
589	0.1599831338
590	0.159961013
591	0.1599342041
592	0.1599260364
593	0.1599200191
594	0.1599110878
595	0.159895504
596	0.1598766753
597	0.1598573547
598	0.1598415387
599	0.1598295358
600	0.1598061118
601	0.1598032281
602	0.1597967759
603	0.1597891361
604	0.1597837343
605	0.1597760675
606	0.1597695086
607	0.1597511626
608	0.1597487378
609	0.1597397932
610	0.1597230517
611	0.1597161886
612	0.1597005661
613	0.1596950752
614	0.1596896931
615	0.159677126
616	0.1596680702
617	0.1596432465
618	0.1596246486
619	0.1595962643
620	0.159577777
621	0.1595736836
622	0.1595501406
623	0.1595464617
624	0.1595241705
625	0.1595128303
626	0.1595021263
627	0.1594942326
628	0.1594877646
629	0.1594838464
630	0.1594670309
631	0.1594520995
632	0.1594422631
633	0.159435951
634	0.1594279799
635	0.1594250715
636	0.1594018619
637	0.1593738557
638	0.1593624819
639	0.1593556296
640	0.159346492
641	0.1593303546
642	0.159324266
643	0.1593077069
644	0.159293337
645	0.1592884083
646	0.1592634085
647	0.1592524454
648	0.1592427272
649	0.1592285422
650	0.1592173997
651	0.1592005313
652	0.159185424
653	0.1591573034
654	0.1591463663
655	0.159142072
656	0.1591244795
657	0.1591127979
658	0.1590940514
659	0.1590891166
660	0.1590637793
661	0.1590419233
662	0.159028432
663	0.1590227806
664	0.1590104477
665	0.1590075772
666	0.1590033182
667	0.1590004442
668	0.1589679982
669	0.158960912
670	0.1589383467
671	0.1589375599
672	0.1589264559
673	0.1589111934
674	0.1589060314
675	0.1588847665
676	0.1588725097
677	0.1588659404
678	0.1588609212
679	0.1588559055
680	0.1588507836
681	0.1588315837
682	0.1588167286
683	0.1588089854
684	0.1587836755
685	0.1587777687
686	0.1587755169
687	0.1587723938
688	0.1587472525
689	0.1587391561
690	0.1587344471
691	0.1587130686
692	0.1587050329
693	0.158702277
694	0.1586783751
695	0.1586613266
696	0.158655316
697	0.1586518914
698	0.1586336384
699	0.1586216473
700	0.1586137582
701	0.1586081568
702	0.1586053658
703	0.1585968714
704	0.1585607836
705	0.1585466889
706	0.1585326689
707	0.158514609
708	0.1584880055
709	0.1584646736
710	0.1584594525
711	0.1584486157
712	0.1584442541
713	0.1584317645
714	0.1584238978
715	0.1583959341
716	0.1583892253
717	0.1583860775
718	0.1583757419
719	0.1583608001
720	0.1583565488
721	0.1583425635
722	0.1583353213
723	0.1583316512
724	0.1583280339
725	0.1583234982
726	0.1583156198
727	0.1582991211
728	0.1582915142
729	0.1582899863
730	0.1582601358
731	0.1582563123
732	0.1582466666
733	0.1582348083
734	0.1582317943
735	0.1582204208
736	0.1582094339
737	0.1582010653
738	0.1581988512
739	0.1581896922
740	0.158184174
741	0.1581827819
742	0.1581650361
743	0.1581601727
744	0.1581568163
745	0.1581548815
746	0.1581521168
747	0.1581489326
748	0.1581398468
749	0.1581300374
750	0.1581213414
751	0.1581026561
752	0.1580933097
753	0.1580899445
754	0.1580793079
755	0.1580729465
756	0.1580679739
757	0.158057215
758	0.1580529719
759	0.1580472356
760	0.1580291689
761	0.1580164131
762	0.1580133376
763	0.1580064468
764	0.1580001165
765	0.1579967152
766	0.157994952
767	0.1579665952
768	0.1579635976
769	0.1579587367
770	0.157927997
771	0.1579177875
772	0.1579050129
773	0.1578934235
774	0.1578858235
775	0.1578791277
776	0.1578742483
777	0.1578670606
778	0.1578552264
779	0.1578517067
780	0.157849342
781	0.1578445947
782	0.1578369542
783	0.15783478
784	0.1578269266
785	0.1578083187
786	0.1577862605
787	0.1577784779
788	0.1577755728
789	0.1577614194
790	0.1577586015
791	0.1577414363
792	0.1577329889
793	0.1577210407
794	0.1577136134
795	0.1577052123
796	0.1576733183
797	0.1576692331
798	0.1576631276
799	0.1576475399
800	0.1576366949
801	0.1576290351
802	0.157620119
803	0.1576183286
804	0.1576150429
805	0.1576007741
806	0.1575958094
807	0.1575775663
808	0.1575736169
809	0.1575646598
810	0.157563304
811	0.1575579988
812	0.1575566348
813	0.1575493015
814	0.1575425762
815	0.1575311252
816	0.1575101304
817	0.1575069317
818	0.1574995796
819	0.1574987533
820	0.1574841372
821	0.1574777484
822	0.157471001
823	0.1574533504
824	0.1574513715
825	0.1574452228
826	0.1574343952
827	0.1574327957
828	0.1574308096
829	0.1574170663
830	0.1574082269
831	0.1574057112
832	0.1573855138
833	0.1573783498
834	0.1573744293
835	0.1573669395
836	0.1573626004
837	0.1573481029
838	0.1573399729
839	0.1573327048
840	0.1573248352
841	0.1573141472
842	0.1573115405
843	0.1573042126
844	0.1572981784
845	0.1572879738
846	0.1572850831
847	0.1572557352
848	0.1572481234
849	0.1572371371
850	0.1572303222
851	0.1572248133
852	0.1572185322
853	0.1572012102
854	0.1571790621
855	0.1571747267
856	0.1571651838
857	0.1571630594
858	0.1571550045
859	0.157150616
860	0.1571469001
861	0.1571435672
862	0.1571374173
863	0.1571292006
864	0.157125548
865	0.1571237636
866	0.1571080755
867	0.157102234
868	0.1570990427
869	0.1570911458
870	0.1570906373
871	0.1570730107
872	0.1570673183
873	0.1570627371
874	0.1570505719
875	0.1570460402
876	0.1570394546
877	0.157033213
878	0.1570277579
879	0.1570215125
880	0.1570180007
881	0.1570103852
882	0.1570033825
883	0.1569986336
884	0.1569888719
885	0.1569873198
886	0.1569857035
887	0.156977729
888	0.1569714319
889	0.1569636874
890	0.1569588323
891	0.1569425203
892	0.1569338933
893	0.1569302383
894	0.1569248725
895	0.1569175745
896	0.1569140804
897	0.1569071176
898	0.1569052013
899	0.1569003879
900	0.1568884208
901	0.1568861633
902	0.1568811625
903	0.1568777292
904	0.1568752413
905	0.1568729969
906	0.1568664226
907	0.1568655133
908	0.1568580676
909	0.1568517491
910	0.1568486815
911	0.1568346145
912	0.1568324142
913	0.1568313454
914	0.1568254516
915	0.1568219924
916	0.156821409
917	0.1568197006
918	0.1568157412
919	0.1568103084
920	0.156801484
921	0.1567991993
922	0.1567894031
923	0.1567864399
924	0.1567809427
925	0.1567705625
926	0.1567679955
927	0.1567643198
928	0.1567535884
929	0.156749274
930	0.1567405841
931	0.1567368651
932	0.1567349057
933	0.1567315438
934	0.1567282033
935	0.1567212182
936	0.1567108467
937	0.1566945927
938	0.1566876831
939	0.1566844004
940	0.1566812438
941	0.1566776301
942	0.1566460498
943	0.1566440111
944	0.1566426908
945	0.1566260157
946	0.1566213796
947	0.1566194154
948	0.1566164715
949	0.1566109617
950	0.1566090065
951	0.1566060207
952	0.1566021249
953	0.1565988066
954	0.1565869417
955	0.1565776502
956	0.1565751094
957	0.1565715337
958	0.1565655318
959	0.1565648277
960	0.1565583728
961	0.1565532518
962	0.1565505235
963	0.1565463526
964	0.1565325603
965	0.1565303931
966	0.1565176097
967	0.1565163647
968	0.1565102178
969	0.1564978607
970	0.1564936115
971	0.1564922805
972	0.1564886257
973	0.1564851404
974	0.1564791284
975	0.1564677515
976	0.1564648443
977	0.1564616226
978	0.1564598149
979	0.1564579183
980	0.1564512403
981	0.156449661
982	0.1564481764
983	0.1564451117
984	0.1564369938
985	0.1564323375
986	0.1564290325
987	0.1564224375
988	0.1563933284
989	0.1563736959
990	0.1563619413
991	0.1563588708
992	0.1563575762
993	0.156353787
994	0.1563532478
995	0.1563520792
996	0.1563487693
997	0.1563454428
998	0.1563415599
999	0.1563394669
