iter	Passed	Remaining
399	38883	58325
400	39003	58261
401	39115	58186
402	39221	58102
403	39331	58023
404	39435	57936
405	39528	57832
406	39627	57737
407	39719	57631
408	39813	57529
409	39909	57430
410	40007	57334
411	40098	57227
412	40188	57120
413	40290	57028
414	40386	56929
415	40477	56823
416	40583	56739
417	40695	56661
418	40793	56565
419	40893	56472
420	40997	56384
421	41092	56282
422	41192	56189
423	41295	56100
424	41400	56012
425	41507	55927
426	41607	55834
427	41709	55742
428	41807	55646
429	41907	55551
430	42005	55454
431	42097	55350
432	42186	55241
433	42280	55139
434	42376	55040
435	42467	54935
436	42561	54833
437	42659	54736
438	42762	54646
439	42869	54561
440	42974	54473
441	43068	54371
442	43177	54289
443	43287	54206
444	43378	54101
445	43485	54015
446	43604	53944
447	43721	53870
448	43841	53800
449	43954	53721
450	44059	53633
451	44166	53547
452	44257	53441
453	44350	53337
454	44441	53232
455	44537	53132
456	44645	53046
457	44745	52952
458	44851	52863
459	44962	52782
460	45063	52687
461	45158	52586
462	45255	52488
463	45349	52385
464	45447	52289
465	45547	52193
466	45645	52096
467	45736	51991
468	45832	51891
469	45940	51805
470	46038	51708
471	46132	51605
472	46230	51507
473	46319	51401
474	46407	51292
475	46492	51180
476	46590	51083
477	46682	50979
478	46800	50904
479	46912	50821
480	47009	50723
481	47099	50616
482	47196	50519
483	47298	50425
484	47393	50324
485	47486	50221
486	47584	50124
487	47675	50019
488	47772	49921
489	47860	49814
490	47958	49716
491	48060	49623
492	48153	49521
493	48249	49421
494	48342	49319
495	48430	49211
496	48520	49106
497	48612	49003
498	48707	48902
499	48797	48797
500	48885	48690
501	48982	48592
502	49070	48485
503	49161	48381
504	49251	48276
505	49344	48174
506	49439	48074
507	49535	47975
508	49652	47896
509	49755	47804
510	49847	47701
511	49943	47602
512	50037	47501
513	50150	47418
514	50268	47340
515	50371	47248
516	50458	47140
517	50552	47039
518	50668	46958
519	50772	46866
520	50869	46768
521	50974	46678
522	51084	46591
523	51176	46488
524	51272	46389
525	51385	46305
526	51474	46200
527	51560	46092
528	51671	46005
529	51774	45913
530	51874	45817
531	52021	45763
532	52152	45694
533	52290	45632
534	52443	45581
535	52592	45527
536	52702	45439
537	52795	45337
538	52903	45247
539	53000	45148
540	53114	45063
541	53215	44968
542	53313	44869
543	53416	44775
544	53512	44675
545	53605	44572
546	53711	44481
547	53832	44402
548	53945	44315
549	54052	44224
550	54147	44123
551	54248	44028
552	54343	43927
553	54443	43829
554	54546	43735
555	54642	43635
556	54733	43531
557	54836	43436
558	54932	43336
559	55028	43236
560	55122	43135
561	55224	43040
562	55337	42953
563	55432	42852
564	55532	42755
565	55628	42655
566	55730	42559
567	55831	42463
568	55935	42369
569	56033	42270
570	56125	42167
571	56219	42066
572	56318	41968
573	56410	41865
574	56499	41760
575	56586	41654
576	56682	41553
577	56778	41454
578	56876	41355
579	56979	41261
580	57076	41162
581	57178	41066
582	57279	40970
583	57382	40874
584	57483	40778
585	57584	40682
586	57684	40585
587	57779	40485
588	57872	40383
589	57978	40290
590	58078	40192
591	58180	40097
592	58277	39998
593	58387	39907
594	58505	39823
595	58609	39728
596	58711	39632
597	58820	39541
598	58924	39447
599	59029	39353
600	59126	39253
601	59223	39154
602	59322	39056
603	59428	38962
604	59522	38862
605	59620	38762
606	59726	38669
607	59828	38573
608	59927	38475
609	60024	38376
610	60130	38282
611	60225	38182
612	60328	38086
613	60427	37988
614	60527	37891
615	60625	37792
616	60726	37695
617	60830	37600
618	60931	37504
619	61039	37411
620	61141	37315
621	61240	37217
622	61348	37124
623	61444	37024
624	61550	36930
625	61648	36831
626	61748	36733
627	61853	36639
628	61956	36543
629	62053	36443
630	62149	36344
631	62251	36247
632	62351	36150
633	62450	36051
634	62550	35954
635	62647	35855
636	62743	35754
637	62842	35656
638	62942	35559
639	63038	35459
640	63134	35359
641	63236	35262
642	63335	35164
643	63435	35066
644	63535	34969
645	63629	34868
646	63733	34772
647	63828	34672
648	63927	34574
649	64033	34479
650	64132	34381
651	64235	34284
652	64333	34186
653	64429	34086
654	64524	33986
655	64620	33886
656	64723	33790
657	64815	33688
658	64912	33588
659	65012	33491
660	65113	33394
661	65212	33295
662	65310	33197
663	65409	33098
664	65501	32997
665	65598	32897
666	65701	32801
667	65794	32700
668	65896	32603
669	65989	32502
670	66090	32405
671	66177	32300
672	66272	32200
673	66367	32100
674	66475	32006
675	66574	31908
676	66677	31812
677	66778	31714
678	66879	31617
679	66983	31521
680	67074	31419
681	67177	31323
682	67273	31223
683	67369	31124
684	67471	31027
685	67565	30926
686	67659	30826
687	67751	30724
688	67850	30626
689	67946	30526
690	68043	30427
691	68138	30327
692	68241	30231
693	68339	30132
694	68440	30034
695	68541	29937
696	68645	29841
697	68740	29741
698	68841	29644
699	68944	29547
700	69037	29446
701	69131	29346
702	69230	29248
703	69322	29146
704	69414	29045
705	69516	28948
706	69608	28847
707	69707	28749
708	69809	28652
709	69924	28560
710	70017	28459
711	70122	28364
712	70216	28263
713	70308	28162
714	70410	28065
715	70506	27966
716	70613	27871
717	70719	27775
718	70818	27677
719	70926	27582
720	71021	27482
721	71120	27384
722	71230	27290
723	71329	27191
724	71428	27093
725	71525	26994
726	71623	26895
727	71730	26800
728	71824	26700
729	71922	26601
730	72022	26503
731	72128	26407
732	72224	26308
733	72328	26211
734	72441	26118
735	72553	26024
736	72658	25928
737	72773	25835
738	72866	25735
739	72976	25640
740	73076	25542
741	73179	25444
742	73286	25349
743	73389	25252
744	73478	25150
745	73576	25051
746	73669	24951
747	73766	24851
748	73859	24751
749	73960	24653
750	74075	24560
751	74173	24461
752	74277	24364
753	74376	24266
754	74475	24167
755	74572	24068
756	74670	23969
757	74766	23870
758	74862	23770
759	74955	23670
760	75053	23571
761	75148	23471
762	75238	23370
763	75332	23270
764	75432	23171
765	75524	23071
766	75615	22970
767	75714	22872
768	75807	22771
769	75892	22669
770	75997	22572
771	76101	22475
772	76190	22374
773	76291	22276
774	76385	22176
775	76485	22078
776	76579	21978
777	76672	21878
778	76771	21779
779	76867	21680
780	76972	21583
781	77074	21486
782	77174	21388
783	77273	21289
784	77380	21193
785	77531	21108
786	77644	21014
787	77745	20916
788	77851	20819
789	77950	20721
790	78053	20623
791	78186	20533
792	78298	20438
793	78406	20342
794	78504	20243
795	78617	20148
796	78730	20052
797	78848	19959
798	78957	19862
799	79070	19767
800	79189	19673
801	79303	19578
802	79412	19482
803	79525	19386
804	79638	19291
805	79756	19196
806	79865	19100
807	79990	19007
808	80116	18914
809	80226	18818
810	80337	18722
811	80448	18625
812	80559	18529
813	80675	18434
814	80789	18338
815	80896	18241
816	81003	18143
817	81097	18043
818	81193	17943
819	81283	17842
820	81394	17746
821	81496	17647
822	81592	17547
823	81696	17449
824	81791	17349
825	81886	17249
826	81980	17149
827	82071	17048
828	82168	16949
829	82257	16847
830	82355	16748
831	82450	16648
832	82545	16548
833	82652	16451
834	82762	16354
835	82862	16255
836	82960	16155
837	83062	16057
838	83162	15958
839	83262	15859
840	83361	15760
841	83465	15662
842	83565	15563
843	83661	15463
844	83762	15364
845	83861	15265
846	83966	15167
847	84074	15069
848	84174	14970
849	84273	14871
850	84373	14772
851	84483	14675
852	84585	14576
853	84692	14479
854	84796	14380
855	84912	14284
856	85000	14183
857	85094	14083
858	85193	13983
859	85290	13884
860	85384	13784
861	85478	13684
862	85570	13584
863	85661	13483
864	85754	13383
865	85852	13284
866	85946	13184
867	86042	13084
868	86131	12984
869	86227	12884
870	86318	12784
871	86417	12685
872	86510	12585
873	86609	12486
874	86705	12386
875	86800	12286
876	86897	12187
877	86997	12088
878	87090	11988
879	87179	11888
880	87283	11789
881	87381	11690
882	87474	11590
883	87560	11489
884	87654	11390
885	87750	11290
886	87839	11190
887	87930	11090
888	88031	10991
889	88131	10892
890	88224	10792
891	88321	10693
892	88424	10595
893	88518	10495
894	88615	10396
895	88717	10297
896	88812	10198
897	88914	10099
898	89017	10000
899	89107	9900
900	89201	9801
901	89291	9701
902	89397	9603
903	89495	9503
904	89589	9404
905	89694	9306
906	89794	9207
907	89886	9107
908	89987	9008
909	90086	8909
910	90183	8810
911	90291	8712
912	90412	8615
913	90523	8517
914	90640	8420
915	90754	8322
916	90861	8224
917	90980	8126
918	91090	8028
919	91197	7930
920	91297	7831
921	91402	7732
922	91516	7634
923	91627	7536
924	91725	7437
925	91827	7338
926	91930	7239
927	92028	7140
928	92153	7042
929	92260	6944
930	92382	6846
931	92504	6749
932	92620	6651
933	92736	6553
934	92861	6455
935	92976	6357
936	93090	6258
937	93206	6160
938	93314	6061
939	93422	5963
940	93549	5865
941	93659	5766
942	93775	5668
943	93886	5569
944	93997	5470
945	94116	5372
946	94227	5273
947	94340	5174
948	94444	5075
949	94551	4976
950	94660	4877
951	94765	4778
952	94868	4678
953	94978	4579
954	95091	4480
955	95205	4381
956	95317	4282
957	95424	4183
958	95533	4084
959	95644	3985
960	95753	3885
961	95865	3786
962	95970	3687
963	96084	3588
964	96195	3488
965	96304	3389
966	96412	3290
967	96526	3190
968	96633	3091
969	96747	2992
970	96862	2892
971	96967	2793
972	97077	2693
973	97187	2594
974	97299	2494
975	97421	2395
976	97537	2296
977	97642	2196
978	97761	2097
979	97870	1997
980	97983	1897
981	98098	1798
982	98214	1698
983	98327	1598
984	98438	1499
985	98549	1399
986	98654	1299
987	98768	1199
988	98887	1099
989	98998	999
990	99104	900
991	99213	800
992	99315	700
993	99432	600
994	99543	500
995	99651	400
996	99761	300
997	99872	200
998	99989	100
999	100099	0
